"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Sundaram Flexible Fund - Short Term Plan - Retail Plan (G) ","Sundaram Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"Rs.0.04 (Oct-01-2005)","N.A.","N.A.","N.A.","","Dec 24, 2004","0.1","0.3","2.0","6.3","6.4","6.6","7.1","181","181","179","128","172","167","156","1.6","1.9","1.9","2.0","1.8","2.1","1.5","1.6","2.0","2.1","2.0","1.5","1.8","1.7","1.1","0.2","1.4","1.4","1.8","2.2","6.2","6.5","7.1","7.8","7.8","24.27 (Nov 21, 17)","22.80 (Jan 18, 17)","8.15% Rajasthan State Development Loan 23/06/2021","National Highway Authority of India - 7.17% - 23/12/2021","Rural Electrification Corporation Ltd - 7.24% - 21/10/2021","Power Finance Corporation Ltd - 7.47% - 16/09/2021","HDB Financial Services Ltd - 7.8% - 29/06/2020","LIC Housing Finance Ltd - 7.81% - 19/10/2021","Indian Railway Finance Corporation Ltd - 7.2% - 31/05/2020","Power Grid Corporation of India Ltd - 8.13% - 25/04/2021","Power Finance Corporation Ltd - 7.27% - 22/12/2021","Housing Development Finance Corporation Ltd - 1.5% - 18/06/2020","Sovereign","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","CRISIL AAA","201.07","134.36","89.68","75.05","74.21","70.26","70.01","51.22","49.72","46.88","15.08","10.08","6.73","5.63","5.57","5.27","5.25","3.84","3.73","3.52",0,0,88.86,"N.A",8.07,3.09,"43.09","64.70","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","5.2","Sep-17","5.3","Jun-17","5.4","Mar-17","5.6","Dec-16","5.8","Sep-16","6.0","Jun-16","6.3","Mar-16","12.1","Dec-15","7.6","Sep-15","170.8","Jun-15","172.8","Mar-15","175.4","Dec-14","248.7","Sep-14","367.5","Jun-14","11.9","Mar-14","13.1","Dec-13","14.9","Sep-13","17.2","Jun-13","21.0","Mar-13","23.0","1,332.9","Nov-30-2017","MODERATELY LOW"
"Sundaram Gilt Fund - Direct Plan (G) ","Sundaram Mutual Fund","Gilt Long Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","-0.9","-1.7","-1.5","0.9","7.0","5.9","-","35","41","39","56","86","76","-","-1.2","1.9","2.7","2.3","1.7","3.0","1.6","-0.9","2.2","6.6","0.8","4.6","3.8","1.7","4.1","-1.6","2.7","-0.4","5.5","3.5","0.9","12.3","5.6","12.9","17.3","28.60 (Sep 05, 17)","27.11 (Feb 22, 17)","7.61% Central Government Securities 09/05/2030","6.79% Central Government Securities 15/05/2027","8.43% Maharashtra State Development Loan 12/11/2024","-","-","-","-","-","-","-","Sovereign","Sovereign","Sovereign","-","-","-","-","-","-","-","5.09","4.91","0.74","-","-","-","-","-","-","-","38.78","37.43","5.66","-","-","-","-","-","-","-",0,0,81.87,"N.A",17.68,0.45,"81.87","81.87","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","6.4","Sep-17","11.8","Jun-17","12.7","Mar-17","14.1","Dec-16","14.9","Sep-16","15.0","Jun-16","16.6","Mar-16","34.5","Dec-15","23.2","Sep-15","24.0","Jun-15","23.8","Mar-15","23.0","Dec-14","17.5","Sep-14","16.5","Jun-14","16.4","Mar-14","11.9","Dec-13","6.7","Sep-13","11.1","Jun-13","1.1","Mar-13","0.1","13.1","Nov-30-2017","MODERATE"
"Sundaram Gilt Fund (G) ","Sundaram Mutual Fund","Gilt Long Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","May 02, 2001","-0.9","-1.8","-1.7","0.4","6.5","5.4","9.5","38","42","42","68","87","84","14","-1.3","1.8","2.6","2.2","3.4","2.9","1.5","-1.0","2.0","6.5","0.7","4.5","3.6","1.6","4.1","-1.7","2.5","-0.5","5.4","3.4","0.4","11.8","5.1","12.4","19.2","28.04 (Sep 05, 17)","26.66 (Feb 22, 17)","7.61% Central Government Securities 09/05/2030","6.79% Central Government Securities 15/05/2027","8.43% Maharashtra State Development Loan 12/11/2024","-","-","-","-","-","-","-","Sovereign","Sovereign","Sovereign","-","-","-","-","-","-","-","5.09","4.91","0.74","-","-","-","-","-","-","-","38.78","37.43","5.66","-","-","-","-","-","-","-",0,0,81.87,"N.A",17.68,0.45,"81.87","81.87","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","9.1","Sep-17","10.3","Jun-17","15.2","Mar-17","16.9","Dec-16","17.5","Sep-16","18.0","Jun-16","20.5","Mar-16","44.8","Dec-15","26.7","Sep-15","25.7","Jun-15","27.1","Mar-15","23.0","Dec-14","17.0","Sep-14","16.8","Jun-14","20.5","Mar-14","20.1","Dec-13","10.9","Sep-13","9.3","Jun-13","1.4","Mar-13","0.4","13.1","Nov-30-2017","MODERATE"
"Sundaram Global Advantage - Direct Plan (G) ","Sundaram Mutual Fund","International / Global Commodities","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","N.A.","Jan 01, 2013","7.0","4.4","12.5","21.9","25.2","8.2","-","33","53","43","29","18","36","-","4.8","5.5","-0.9","-3.0","-1.4","3.5","4.7","-0.3","6.2","0.7","7.8","5.5","-14.6","-2.7","8.5","1.2","-1.9","1.7","-3.9","-0.3","20.6","13.7","-13.7","-3.4","8.6","14.17 (Jul 26, 16)","12.78 (Aug 21, 15)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"94.18",7.14,-1.34,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","0.9","Sep-17","0.7","Jun-17","0.6","Mar-17","0.6","Dec-16","0.6","Sep-16","0.6","Jun-16","0.5","Mar-16","0.8","Dec-15","0.4","Sep-15","0.4","Jun-15","0.4","Mar-15","0.2","Dec-14","0.1","Sep-14","0.1","Jun-14","0.3","Mar-14","0.7","Dec-13","0.7","Sep-13","0.4","Jun-13","0.0","Mar-13","0.0","22.0","Nov-30-2017","HIGH"
"Sundaram Global Advantage (G) ","Sundaram Mutual Fund","International / Global Commodities","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","N.A.","Jul 31, 2007","6.9","4.2","12.1","20.8","-","-","-","34","55","45","34","53","42","15","4.4","5.3","-1.0","-3.0","-0.1","3.3","1.1","-0.4","6.1","0.6","7.6","5.4","-14.7","-2.8","8.4","1.1","-2.0","1.4","-3.9","-0.4","19.5","5.1","-14.1","-3.7","8.8","13.93 (Jul 26, 16)","12.64 (Mar 15, 16)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"94.18",7.14,-1.34,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","22.4","Sep-17","20.5","Jun-17","19.9","Mar-17","21.0","Dec-16","20.7","Sep-16","21.6","Jun-16","21.1","Mar-16","35.2","Dec-15","22.1","Sep-15","23.4","Jun-15","27.8","Mar-15","27.5","Dec-14","30.0","Sep-14","34.5","Jun-14","36.5","Mar-14","39.1","Dec-13","43.4","Sep-13","44.6","Jun-13","45.5","Mar-13","48.8","22.0","Nov-30-2017","HIGH"
"Sundaram Income Plus - Direct Plan (G) ","Sundaram Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.5","1.5","3.5","7.8","8.3","-","-","10","22","15","19","35","-","-","1.9","1.6","1.0","-","-","1.9","2.0","2.1","-","-","2.1","2.5","2.3","-","-","1.5","1.9","1.9","-","-","7.8","8.5","7.6","-","-","25.81 (Jan 17, 18)","23.93 (Jan 18, 17)","Camden Industries Ltd - 8.52% - 23/03/2020","Edelweiss Commodities Services Ltd - 8.7% - 15/04/2020","IIERT-August 2017 - 8.6395% - 16/02/2022","Adani Power Ltd - 30/04/2018","RKN Retail Pvt Ltd - 30/04/2020","Grand View Estates Pvt Ltd - 10.05% - 23/03/2018","JM Financial Products Ltd - 8.4% - 11/09/2018","Janalakshmi Financial Services Ltd - 12.25% - 19/01/2018","Igarashi Motors Sales Pvt Ltd - 8.08652% - 28/02/2020","Housing Development Finance Corporation Ltd - 7% - 06/09/2019","ICRA AAA (SO)","CRISIL AA","CRISIL AAA (SO)","BWR AA- (SO)","IND A-","ICRA AA (SO)","CRISIL AA","ICRA A-","ICRA AAA (SO)","CRISIL AAA","40.01","35.08","30.80","26.96","26.83","25.13","25.14","24.96","24.88","24.81","7.00","6.14","5.39","4.72","4.70","4.40","4.40","4.37","4.36","4.34",0,0,68.57,"N.A",29.82,1.6,"27.95","49.82","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","393.1","Sep-17","334.2","Jun-17","350.9","Mar-17","342.3","Dec-16","266.4","Sep-16","137.0","Jun-16","125.5","Mar-16","176.9","Dec-15","61.9","Sep-15","65.1","Jun-15","72.6","Mar-15","33.5","571.2","Nov-30-2017","MODERATE"
"Sundaram Income Plus (G) ","Sundaram Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","N.A.","","Jul 19, 2002","0.4","1.3","3.0","6.5","6.7","7.5","8.3","36","94","76","104","164","136","99","1.5","1.5","2.7","2.0","1.6","1.6","1.5","2.0","2.2","1.7","1.8","2.0","2.3","1.6","1.8","1.2","1.4","1.8","3.9","3.1","6.4","6.8","9.3","10.4","8.8","25.01 (Jan 17, 18)","23.49 (Jan 18, 17)","Camden Industries Ltd - 8.52% - 23/03/2020","Edelweiss Commodities Services Ltd - 8.7% - 15/04/2020","IIERT-August 2017 - 8.6395% - 16/02/2022","Adani Power Ltd - 30/04/2018","RKN Retail Pvt Ltd - 30/04/2020","Grand View Estates Pvt Ltd - 10.05% - 23/03/2018","JM Financial Products Ltd - 8.4% - 11/09/2018","Janalakshmi Financial Services Ltd - 12.25% - 19/01/2018","Igarashi Motors Sales Pvt Ltd - 8.08652% - 28/02/2020","Housing Development Finance Corporation Ltd - 7% - 06/09/2019","ICRA AAA (SO)","CRISIL AA","CRISIL AAA (SO)","BWR AA- (SO)","IND A-","ICRA AA (SO)","CRISIL AA","ICRA A-","ICRA AAA (SO)","CRISIL AAA","40.01","35.08","30.80","26.96","26.83","25.13","25.14","24.96","24.88","24.81","7.00","6.14","5.39","4.72","4.70","4.40","4.40","4.37","4.36","4.34",0,0,68.57,"N.A",29.82,1.6,"27.95","49.82","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","130.8","Sep-17","111.2","Jun-17","85.6","Mar-17","74.3","Dec-16","80.2","Sep-16","50.7","Jun-16","13.3","Mar-16","28.4","Dec-15","8.8","Sep-15","17.1","Jun-15","13.5","Mar-15","2.0","Dec-14","1.1","Sep-14","1.5","Jun-14","1.5","Mar-14","1.6","Dec-13","1.4","Sep-13","1.0","Jun-13","1.0","Mar-13","1.0","571.2","Nov-30-2017","MODERATE"
"Sundaram Infrastructure Advantage Fund - Direct Plan (G) ","Sundaram Mutual Fund","Thematic - Infrastructure","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE Capital Goods Sector","Jan 01, 2013","2.4","13.2","20.6","46.8","30.6","16.0","17.0","15","9","7","6","33","19","25","17.2","-9.7","4.8","10.6","-18.9","4.6","9.4","-2.2","27.9","-7.4","4.4","5.0","-4.6","0.9","-9.1","17.9","-7.4","4.0","11.0","20.3","55.2","-0.9","4.8","57.8","-16.3","41.20 (Jan 09, 18)","26.86 (Jan 20, 17)","Honeywell Autom","Kalpataru Power","KEI Industries","Ashoka Buildcon","Larsen","Praj Industries","HSIL","PNC Infratech","Dixon Technolog","Kansai Nerolac","Telecom","Engineering","Engineering","Cement","Engineering","Engineering","Cement","Real Estate","Manufacturing","Chemicals","42.43","27.74","26.32","25.21","24.57","24.25","22.53","22.20","21.47","21.14","5.73","3.74","3.55","3.40","3.32","3.27","3.04","3.00","2.90","2.85",98.35,0,0,"N.A",1.04,0.61,"19.74","34.80","61.76","Engineering","Cement","Metals & Mining","Telecom","Real Estate","Banking/Finance","30.63","22.27","8.86","8.73","6.35","5.06","23.07","18.71","1.26","6.04","2.64","20.53","23.07","18.71","1.26","6.04","2.64","20.53","Dec-17","19.6","Sep-17","9.2","Jun-17","4.0","Mar-17","3.1","Dec-16","2.6","Sep-16","2.6","Jun-16","2.6","Mar-16","4.4","Dec-15","2.8","Sep-15","2.7","Jun-15","2.4","Mar-15","2.0","Dec-14","1.6","Sep-14","1.4","Jun-14","0.8","Mar-14","0.5","Dec-13","0.5","Sep-13","0.3","Jun-13","0.3","Mar-13","0.1","740.9","Nov-30-2017","HIGH"
"Sundaram Infrastructure Advantage Fund - Regular Plan (G) ","Sundaram Mutual Fund","Thematic - Infrastructure","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE Capital Goods Sector","Sep 05, 2005","2.2","12.7","19.9","45.5","30.0","15.5","16.8","17","10","10","8","42","23","28","17.1","-9.8","4.6","10.4","-18.6","4.4","9.4","-2.1","27.7","-7.5","4.2","4.9","-4.7","0.8","-9.2","17.5","-7.5","4.0","10.8","20.2","53.9","-1.0","4.5","56.7","-16.2","40.21 (Jan 09, 18)","26.44 (Jan 20, 17)","Honeywell Autom","Kalpataru Power","KEI Industries","Ashoka Buildcon","Larsen","Praj Industries","HSIL","PNC Infratech","Dixon Technolog","Kansai Nerolac","Telecom","Engineering","Engineering","Cement","Engineering","Engineering","Cement","Real Estate","Manufacturing","Chemicals","42.43","27.74","26.32","25.21","24.57","24.25","22.53","22.20","21.47","21.14","5.73","3.74","3.55","3.40","3.32","3.27","3.04","3.00","2.90","2.85",98.35,0,0,"N.A",1.04,0.61,"19.74","34.80","61.76","Engineering","Cement","Metals & Mining","Telecom","Real Estate","Banking/Finance","30.63","22.27","8.86","8.73","6.35","5.06","23.07","18.71","1.26","6.04","2.64","20.53","23.07","18.71","1.26","6.04","2.64","20.53","Dec-17","696.3","Sep-17","634.0","Jun-17","632.5","Mar-17","578.7","Dec-16","564.2","Sep-16","598.4","Jun-16","567.2","Mar-16","967.0","Dec-15","646.3","Sep-15","694.3","Jun-15","709.2","Mar-15","765.3","Dec-14","771.0","Sep-14","772.2","Jun-14","676.3","Mar-14","227.4","Dec-13","230.8","Sep-13","227.7","Jun-13","285.3","Mar-13","339.1","740.9","Nov-30-2017","HIGH"
"Sundaram Media & Entertainment Opportunities -Institutional (G) ","Sundaram Mutual Fund","","Open-Ended","Growth",10000000,"N.A.","N.A.","N.A.","1.00%","","May 20, 2008","2.7","6.9","8.8","5.5","12.1","19.2","8.7","1","1","1","1","1","1","1","-10.5","-3.5","1.4","-9.8","7.9","9.5","2.4","14.9","-4.0","-5.5","-0.3","3.8","-2.7","-1.2","15.3","-","12.6","10.5","14.4","14.5","-1.7","17.0","27.6","1.8","40.2","22.33 (Dec 31, 15)","18.36 (Sep 07, 15)","Zee Entertain","PVR","INOX Leisure","Dish TV","TV18 Broadcast","JagranPrakashan","TV TodayNetwork","Trent","Sun TV Network","Indian Hotels","Media","Media","Media","Media","Media","Media","Media","Real Estate","Media","Services","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.92","4.76","4.54","3.83","3.54","3.42","2.78","2.57","2.29","2.23",83.35,2.93,0,"N.A",0,13.74,"34.59","47.88","65.07","Media","Services","Real Estate","Food & Beverage","Manufacturing","Banking/Finance","52.47","6.31","6.29","4.52","3.77","3.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","Sep-16","0.0","Jun-16","0.0","Mar-16","0.0","Dec-15","0.0","Sep-15","0.0","Jun-15","0.0","Mar-15","0.0","Dec-14","0.0","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.0","Sep-13","0.0","Jun-13","0.0","Mar-13","0.0","0.0","Jun-30-2016",NA
"Sundaram Money Fund - Direct Plan (G) ","Sundaram Mutual Fund","Liquid","Open-Ended","Growth",1000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.6","1.6","3.3","6.7","7.2","7.6","8.3","9","14","23","31","27","25","33","1.6","2.0","2.1","2.2","1.9","1.6","2.0","2.1","2.2","2.1","1.6","1.8","2.0","2.2","2.3","1.6","1.7","1.9","2.2","2.4","6.7","7.7","8.4","9.1","9.1","36.12 (Jan 17, 18)","33.85 (Jan 18, 17)","Vedanta Ltd - 9.24% - 06/12/2017","Indiabulls Housing Finance Ltd - 9% - 19/01/2018","Housing Development Finance Corporation Ltd - 8.5% - 02/02/2018","Gruh Finance Ltd - 8.4% - 01/01/2018","-","-","-","-","-","-","CRISIL AA","CRISIL AA+","CRISIL AAA","CRISIL AA+","-","-","-","-","-","-","100.03","50.10","25.06","25.03","-","-","-","-","-","-","1.39","0.70","0.35","0.35","-","-","-","-","-","-",0,1.39,2.79,"N.A",95.44,0.37,"2.79","2.79","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","6,570.6","Mar-17","6,031.1","Dec-16","4,451.5","Dec-16","2,917.9","Dec-16","2,917.9","Sep-16","4,753.6","Jun-16","4,699.8","Mar-16","28,059.2","Dec-15","3,450.6","Sep-15","3,309.7","Jun-15","3,510.8","Mar-15","3,954.7","Dec-14","3,053.4","Sep-14","2,911.9","Jun-14","2,832.2","Mar-14","2,016.3","Dec-13","2,011.2","Sep-13","2,183.1","Jun-13","1,767.3","Mar-13","985.7","7,191.6","Nov-30-2017","LOW"
"Sundaram Money Fund - Institutional Plan (G) ","Sundaram Mutual Fund","Liquid","Open-Ended","Growth",1000,"N.A.","N.A.","N.A.","N.A.","","Sep 10, 2004","0.6","1.6","3.2","6.6","7.1","7.5","8.1","15","46","56","78","65","58","33","1.6","2.0","2.1","2.2","2.1","1.6","1.9","2.1","2.2","2.1","1.6","1.8","1.9","2.1","2.3","1.5","1.7","1.9","2.1","2.4","6.6","7.6","8.3","9.1","9.2","35.09 (Jan 17, 18)","32.91 (Jan 18, 17)","Vedanta Ltd - 9.24% - 06/12/2017","Indiabulls Housing Finance Ltd - 9% - 19/01/2018","Housing Development Finance Corporation Ltd - 8.5% - 02/02/2018","Gruh Finance Ltd - 8.4% - 01/01/2018","-","-","-","-","-","-","CRISIL AA","CRISIL AA+","CRISIL AAA","CRISIL AA+","-","-","-","-","-","-","100.03","50.10","25.06","25.03","-","-","-","-","-","-","1.39","0.70","0.35","0.35","-","-","-","-","-","-",0,1.39,2.79,"N.A",95.44,0.37,"2.79","2.79","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","1.3","Mar-17","1.3","Dec-16","1.3","Dec-16","138.7","Dec-16","138.7","Sep-16","1.3","Jun-16","1.3","Mar-16","2.5","Dec-15","1.2","Sep-15","1.2","Jun-15","1.2","Mar-15","1.6","Dec-14","1.6","Sep-14","1.6","Jun-14","1.6","Mar-14","2.8","Dec-13","3.5","Sep-13","7.0","Jun-13","11.5","Mar-13","18.6","7,191.6","Nov-30-2017","LOW"
"Sundaram Money Fund - Regular Plan (G) ","Sundaram Mutual Fund","Liquid","Open-Ended","Growth",1000,"N.A.","N.A.","N.A.","N.A.","","Dec 09, 2005","0.6","1.6","3.2","6.6","7.1","7.5","8.1","15","46","56","78","65","58","75","1.6","2.0","2.1","2.2","2.1","1.6","1.9","2.1","2.2","2.1","1.6","1.8","1.9","2.1","2.3","1.5","1.7","1.9","2.1","2.4","6.6","7.6","8.3","9.1","9.2","35.98 (Jan 17, 18)","33.75 (Jan 18, 17)","Vedanta Ltd - 9.24% - 06/12/2017","Indiabulls Housing Finance Ltd - 9% - 19/01/2018","Housing Development Finance Corporation Ltd - 8.5% - 02/02/2018","Gruh Finance Ltd - 8.4% - 01/01/2018","-","-","-","-","-","-","CRISIL AA","CRISIL AA+","CRISIL AAA","CRISIL AA+","-","-","-","-","-","-","100.03","50.10","25.06","25.03","-","-","-","-","-","-","1.39","0.70","0.35","0.35","-","-","-","-","-","-",0,1.39,2.79,"N.A",95.44,0.37,"2.79","2.79","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","1,617.4","Mar-17","1,176.9","Dec-16","1,409.4","Dec-16","1,892.2","Dec-16","1,892.2","Sep-16","1,954.9","Jun-16","1,760.2","Mar-16","8,788.8","Dec-15","1,159.0","Sep-15","1,815.7","Jun-15","1,705.4","Mar-15","1,524.3","Dec-14","1,161.0","Sep-14","1,861.4","Jun-14","1,598.0","Mar-14","1,631.7","Dec-13","1,171.8","Sep-13","714.1","Jun-13","1,251.7","Mar-13","1,041.1","7,191.6","Nov-30-2017","LOW"
"Sundaram Money Fund (G) ","Sundaram Mutual Fund","Liquid","Open-Ended","Growth",1000,"N.A.","N.A.","N.A.","N.A.","","Mar 08, 2000","0.6","1.6","3.2","6.6","7.1","7.5","8.1","15","46","56","78","65","58","33","1.6","2.0","2.1","2.2","2.1","1.6","1.9","2.1","2.2","2.1","1.6","1.8","1.9","2.1","2.3","1.5","1.7","1.9","2.1","2.4","6.6","7.6","8.3","9.1","9.2","33.63 (Jan 17, 18)","31.54 (Jan 18, 17)","Vedanta Ltd - 9.24% - 06/12/2017","Indiabulls Housing Finance Ltd - 9% - 19/01/2018","Housing Development Finance Corporation Ltd - 8.5% - 02/02/2018","Gruh Finance Ltd - 8.4% - 01/01/2018","-","-","-","-","-","-","CRISIL AA","CRISIL AA+","CRISIL AAA","CRISIL AA+","-","-","-","-","-","-","100.03","50.10","25.06","25.03","-","-","-","-","-","-","1.39","0.70","0.35","0.35","-","-","-","-","-","-",0,1.39,2.79,"N.A",95.44,0.37,"2.79","2.79","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","15.7","Mar-17","16.6","Dec-16","17.0","Dec-16","2,016.6","Dec-16","2,016.6","Sep-16","29.9","Jun-16","30.8","Mar-16","187.2","Dec-15","30.3","Sep-15","35.7","Jun-15","39.6","Mar-15","39.7","Dec-14","95.6","Sep-14","54.4","Jun-14","68.8","Mar-14","69.8","Dec-13","70.8","Sep-13","140.1","Jun-13","61.1","Mar-13","21.2","7,191.6","Nov-30-2017","LOW"
